INSERT INTO `dede_taglist` VALUES('1','1','0','8','模特诱惑');
INSERT INTO `dede_taglist` VALUES('21','54','0','8','美女');
INSERT INTO `dede_taglist` VALUES('52','54','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('62','54','0','6','自拍');
INSERT INTO `dede_taglist` VALUES('57','55','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','55','0','8','美女');
INSERT INTO `dede_taglist` VALUES('107','55','0','7','李洋');
INSERT INTO `dede_taglist` VALUES('108','55','0','1','诱人');
INSERT INTO `dede_taglist` VALUES('109','55','0','7','娇躯');
INSERT INTO `dede_taglist` VALUES('105','56','0','7','清纯美模');
INSERT INTO `dede_taglist` VALUES('8','56','0','8','性感');
INSERT INTO `dede_taglist` VALUES('18','57','0','1','甜美');
INSERT INTO `dede_taglist` VALUES('110','57','0','7','女生');
INSERT INTO `dede_taglist` VALUES('52','57','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('14','57','0','6','制服');
INSERT INTO `dede_taglist` VALUES('56','57','0','4','诱惑');
INSERT INTO `dede_taglist` VALUES('19','58','0','7','爱的');
INSERT INTO `dede_taglist` VALUES('57','58','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','58','0','8','美女');
INSERT INTO `dede_taglist` VALUES('111','58','0','7','Nina');
INSERT INTO `dede_taglist` VALUES('57','59','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','59','0','8','美女');
INSERT INTO `dede_taglist` VALUES('112','59','0','7','园外');
INSERT INTO `dede_taglist` VALUES('113','59','0','7','拍宅男');
INSERT INTO `dede_taglist` VALUES('114','59','0','7','最爱');
INSERT INTO `dede_taglist` VALUES('115','59','0','7','最');
INSERT INTO `dede_taglist` VALUES('116','60','0','7','学生');
INSERT INTO `dede_taglist` VALUES('117','60','0','7','时代');
INSERT INTO `dede_taglist` VALUES('21','60','0','8','美女');
INSERT INTO `dede_taglist` VALUES('52','60','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('65','60','0','8','照片');
INSERT INTO `dede_taglist` VALUES('20','61','0','6','日本');
INSERT INTO `dede_taglist` VALUES('73','61','0','7','纯美');
INSERT INTO `dede_taglist` VALUES('6','61','0','1','少女');
INSERT INTO `dede_taglist` VALUES('8','61','0','8','性感');
INSERT INTO `dede_taglist` VALUES('118','61','0','1','人的');
INSERT INTO `dede_taglist` VALUES('119','61','0','7','一面');
INSERT INTO `dede_taglist` VALUES('120','62','0','7','大学');
INSERT INTO `dede_taglist` VALUES('116','62','0','7','学生');
INSERT INTO `dede_taglist` VALUES('57','62','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','62','0','8','美女');
INSERT INTO `dede_taglist` VALUES('56','62','0','4','诱惑');
INSERT INTO `dede_taglist` VALUES('121','63','0','7','柔情');
INSERT INTO `dede_taglist` VALUES('122','63','0','7','女孩');
INSERT INTO `dede_taglist` VALUES('123','63','0','7','居家');
INSERT INTO `dede_taglist` VALUES('22','63','0','7','私房');
INSERT INTO `dede_taglist` VALUES('51','64','0','1','韩国');
INSERT INTO `dede_taglist` VALUES('57','64','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('69','64','0','6','车模');
INSERT INTO `dede_taglist` VALUES('124','64','0','1','车展');
INSERT INTO `dede_taglist` VALUES('65','64','0','8','照片');
INSERT INTO `dede_taglist` VALUES('57','65','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('125','65','0','2','台湾');
INSERT INTO `dede_taglist` VALUES('21','65','0','8','美女');
INSERT INTO `dede_taglist` VALUES('126','65','0','7','妹妹');
INSERT INTO `dede_taglist` VALUES('127','65','0','7','拍照');
INSERT INTO `dede_taglist` VALUES('125','66','0','2','台湾');
INSERT INTO `dede_taglist` VALUES('120','66','0','7','大学');
INSERT INTO `dede_taglist` VALUES('57','66','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','66','0','8','美女');
INSERT INTO `dede_taglist` VALUES('128','66','0','7','小安');
INSERT INTO `dede_taglist` VALUES('57','67','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','67','0','8','美女');
INSERT INTO `dede_taglist` VALUES('129','67','0','7','室外');
INSERT INTO `dede_taglist` VALUES('4','67','0','7','写真照');
INSERT INTO `dede_taglist` VALUES('130','68','0','7','白的');
INSERT INTO `dede_taglist` VALUES('131','68','0','6','绝美');
INSERT INTO `dede_taglist` VALUES('57','68','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('48','68','0','1','模特');
INSERT INTO `dede_taglist` VALUES('132','68','0','7','校花');
INSERT INTO `dede_taglist` VALUES('32','68','0','7','写真');
INSERT INTO `dede_taglist` VALUES('57','69','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('19','69','0','7','爱的');
INSERT INTO `dede_taglist` VALUES('21','69','0','8','美女');
INSERT INTO `dede_taglist` VALUES('133','69','0','7','陈柔希');
INSERT INTO `dede_taglist` VALUES('57','70','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','70','0','8','美女');
INSERT INTO `dede_taglist` VALUES('61','70','0','7','巨乳');
INSERT INTO `dede_taglist` VALUES('22','70','0','7','私房');
INSERT INTO `dede_taglist` VALUES('134','71','0','7','超极');
INSERT INTO `dede_taglist` VALUES('57','71','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','71','0','8','美女');
INSERT INTO `dede_taglist` VALUES('135','71','0','7','小布');
INSERT INTO `dede_taglist` VALUES('136','71','0','7','迷人');
INSERT INTO `dede_taglist` VALUES('57','72','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('137','72','0','7','无邪');
INSERT INTO `dede_taglist` VALUES('138','72','0','7','爱小');
INSERT INTO `dede_taglist` VALUES('21','72','0','8','美女');
INSERT INTO `dede_taglist` VALUES('139','73','0','7','女仆');
INSERT INTO `dede_taglist` VALUES('18','73','0','1','甜美');
INSERT INTO `dede_taglist` VALUES('57','73','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','73','0','8','美女');
INSERT INTO `dede_taglist` VALUES('56','73','0','4','诱惑');
INSERT INTO `dede_taglist` VALUES('20','74','0','6','日本');
INSERT INTO `dede_taglist` VALUES('140','74','0','7','乡村');
INSERT INTO `dede_taglist` VALUES('18','74','0','1','甜美');
INSERT INTO `dede_taglist` VALUES('141','74','0','7','素人');
INSERT INTO `dede_taglist` VALUES('57','74','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('6','75','0','1','少女');
INSERT INTO `dede_taglist` VALUES('142','75','0','7','裴紫');
INSERT INTO `dede_taglist` VALUES('52','75','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('32','75','0','7','写真');
INSERT INTO `dede_taglist` VALUES('57','76','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('48','76','0','1','模特');
INSERT INTO `dede_taglist` VALUES('143','76','0','7','旗袍');
INSERT INTO `dede_taglist` VALUES('129','76','0','7','室外');
INSERT INTO `dede_taglist` VALUES('32','76','0','7','写真');
INSERT INTO `dede_taglist` VALUES('18','77','0','1','甜美');
INSERT INTO `dede_taglist` VALUES('57','77','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('48','77','0','1','模特');
INSERT INTO `dede_taglist` VALUES('144','77','0','7','不看');
INSERT INTO `dede_taglist` VALUES('145','77','0','7','后悔');
INSERT INTO `dede_taglist` VALUES('146','78','0','8','极品');
INSERT INTO `dede_taglist` VALUES('57','78','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','78','0','8','美女');
INSERT INTO `dede_taglist` VALUES('8','78','0','8','性感');
INSERT INTO `dede_taglist` VALUES('147','78','0','8','图片');
INSERT INTO `dede_taglist` VALUES('146','79','0','8','极品');
INSERT INTO `dede_taglist` VALUES('57','79','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('48','79','0','1','模特');
INSERT INTO `dede_taglist` VALUES('18','79','0','1','甜美');
INSERT INTO `dede_taglist` VALUES('148','79','0','6','酥胸');
INSERT INTO `dede_taglist` VALUES('136','79','0','7','迷人');
INSERT INTO `dede_taglist` VALUES('57','80','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','80','0','8','美女');
INSERT INTO `dede_taglist` VALUES('149','80','0','7','白领');
INSERT INTO `dede_taglist` VALUES('14','80','0','6','制服');
INSERT INTO `dede_taglist` VALUES('32','80','0','7','写真');
INSERT INTO `dede_taglist` VALUES('57','81','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','81','0','8','美女');
INSERT INTO `dede_taglist` VALUES('132','81','0','7','校花');
INSERT INTO `dede_taglist` VALUES('150','81','0','1','演绎');
INSERT INTO `dede_taglist` VALUES('151','81','0','7','绑架');
INSERT INTO `dede_taglist` VALUES('152','82','0','7','最萌');
INSERT INTO `dede_taglist` VALUES('52','82','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('57','82','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('48','82','0','1','模特');
INSERT INTO `dede_taglist` VALUES('18','82','0','1','甜美');
INSERT INTO `dede_taglist` VALUES('65','82','0','8','照片');
INSERT INTO `dede_taglist` VALUES('52','83','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('57','83','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','83','0','8','美女');
INSERT INTO `dede_taglist` VALUES('153','83','0','7','萝莉');
INSERT INTO `dede_taglist` VALUES('57','84','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('67','84','0','1','美女模特');
INSERT INTO `dede_taglist` VALUES('154','84','0','7','丝网');
INSERT INTO `dede_taglist` VALUES('32','84','0','7','写真');
INSERT INTO `dede_taglist` VALUES('155','85','0','7','白嫩');
INSERT INTO `dede_taglist` VALUES('156','85','0','7','肌肤');
INSERT INTO `dede_taglist` VALUES('157','85','0','7','饱满');
INSERT INTO `dede_taglist` VALUES('148','85','0','6','酥胸');
INSERT INTO `dede_taglist` VALUES('57','85','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('48','85','0','1','模特');
INSERT INTO `dede_taglist` VALUES('57','86','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('120','86','0','7','大学');
INSERT INTO `dede_taglist` VALUES('21','86','0','8','美女');
INSERT INTO `dede_taglist` VALUES('57','87','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','87','0','8','美女');
INSERT INTO `dede_taglist` VALUES('158','87','0','7','公园');
INSERT INTO `dede_taglist` VALUES('159','87','0','7','外景');
INSERT INTO `dede_taglist` VALUES('146','88','0','8','极品');
INSERT INTO `dede_taglist` VALUES('160','88','0','1','嫩白');
INSERT INTO `dede_taglist` VALUES('57','88','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('161','88','0','4','美女写真');
INSERT INTO `dede_taglist` VALUES('57','89','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','89','0','8','美女');
INSERT INTO `dede_taglist` VALUES('162','89','0','7','校园');
INSERT INTO `dede_taglist` VALUES('62','89','0','6','自拍');
INSERT INTO `dede_taglist` VALUES('51','90','0','1','韩国');
INSERT INTO `dede_taglist` VALUES('57','90','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('67','90','0','1','美女模特');
INSERT INTO `dede_taglist` VALUES('67','91','0','1','美女模特');
INSERT INTO `dede_taglist` VALUES('163','91','0','7','绿荫');
INSERT INTO `dede_taglist` VALUES('164','91','0','7','下秀');
INSERT INTO `dede_taglist` VALUES('57','91','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('165','92','0','7','华南');
INSERT INTO `dede_taglist` VALUES('120','92','0','7','大学');
INSERT INTO `dede_taglist` VALUES('57','92','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('132','92','0','7','校花');
INSERT INTO `dede_taglist` VALUES('166','92','0','7','周末');
INSERT INTO `dede_taglist` VALUES('136','92','0','7','迷人');
INSERT INTO `dede_taglist` VALUES('167','92','0','7','写照');
INSERT INTO `dede_taglist` VALUES('132','93','0','7','校花');
INSERT INTO `dede_taglist` VALUES('168','93','0','7','沈凌熙');
INSERT INTO `dede_taglist` VALUES('162','93','0','7','校园');
INSERT INTO `dede_taglist` VALUES('57','93','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('32','93','0','7','写真');
INSERT INTO `dede_taglist` VALUES('169','93','0','7','写');
INSERT INTO `dede_taglist` VALUES('57','94','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','94','0','8','美女');
INSERT INTO `dede_taglist` VALUES('170','94','0','7','一次');
INSERT INTO `dede_taglist` VALUES('171','94','0','7','行的');
INSERT INTO `dede_taglist` VALUES('172','94','0','7','浪漫');
INSERT INTO `dede_taglist` VALUES('32','94','0','7','写真');
INSERT INTO `dede_taglist` VALUES('57','95','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('173','95','0','7','棒棒糖');
INSERT INTO `dede_taglist` VALUES('21','95','0','8','美女');
INSERT INTO `dede_taglist` VALUES('52','95','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('136','95','0','7','迷人');
INSERT INTO `dede_taglist` VALUES('174','95','0','7','迷');
INSERT INTO `dede_taglist` VALUES('125','96','0','2','台湾');
INSERT INTO `dede_taglist` VALUES('57','96','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','96','0','8','美女');
INSERT INTO `dede_taglist` VALUES('98','96','0','7','素颜');
INSERT INTO `dede_taglist` VALUES('32','96','0','7','写真');
INSERT INTO `dede_taglist` VALUES('52','97','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('175','97','0','4','美眉');
INSERT INTO `dede_taglist` VALUES('176','97','0','7','夏日');
INSERT INTO `dede_taglist` VALUES('87','97','0','7','短裙');
INSERT INTO `dede_taglist` VALUES('57','97','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('32','97','0','7','写真');
INSERT INTO `dede_taglist` VALUES('57','98','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','98','0','8','美女');
INSERT INTO `dede_taglist` VALUES('177','98','0','7','生活');
INSERT INTO `dede_taglist` VALUES('52','98','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('62','98','0','6','自拍');
INSERT INTO `dede_taglist` VALUES('178','99','0','7','超可');
INSERT INTO `dede_taglist` VALUES('19','99','0','7','爱的');
INSERT INTO `dede_taglist` VALUES('179','99','0','7','双骄');
INSERT INTO `dede_taglist` VALUES('21','99','0','8','美女');
INSERT INTO `dede_taglist` VALUES('57','99','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('32','99','0','7','写真');
INSERT INTO `dede_taglist` VALUES('180','100','0','7','可爱MMM');
INSERT INTO `dede_taglist` VALUES('181','101','0','7','清秀');
INSERT INTO `dede_taglist` VALUES('182','101','0','7','动人');
INSERT INTO `dede_taglist` VALUES('183','101','0','7','仙境');
INSERT INTO `dede_taglist` VALUES('21','101','0','8','美女');
INSERT INTO `dede_taglist` VALUES('184','101','0','7','郊外');
INSERT INTO `dede_taglist` VALUES('32','101','0','7','写真');
INSERT INTO `dede_taglist` VALUES('57','102','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('185','102','0','7','美女街');
INSERT INTO `dede_taglist` VALUES('186','102','0','7','走光');
INSERT INTO `dede_taglist` VALUES('147','102','0','8','图片');
INSERT INTO `dede_taglist` VALUES('57','103','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','103','0','8','美女');
INSERT INTO `dede_taglist` VALUES('187','103','0','4','校服');
INSERT INTO `dede_taglist` VALUES('52','103','0','7','可爱');
INSERT INTO `dede_taglist` VALUES('167','103','0','7','写照');
INSERT INTO `dede_taglist` VALUES('57','104','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('22','104','0','7','私房');
INSERT INTO `dede_taglist` VALUES('136','104','0','7','迷人');
INSERT INTO `dede_taglist` VALUES('32','104','0','7','写真');
INSERT INTO `dede_taglist` VALUES('57','105','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('21','105','0','8','美女');
INSERT INTO `dede_taglist` VALUES('188','105','0','7','初秋');
INSERT INTO `dede_taglist` VALUES('189','105','0','7','艳丽街');
INSERT INTO `dede_taglist` VALUES('190','106','0','7','高雄');
INSERT INTO `dede_taglist` VALUES('57','106','0','7','清纯');
INSERT INTO `dede_taglist` VALUES('48','106','0','1','模特');
INSERT INTO `dede_taglist` VALUES('184','106','0','7','郊外');
INSERT INTO `dede_taglist` VALUES('191','106','0','7','特写');
